,condition,comprehension_q,wealthy_family_essential,educated_parents_essential,having_ambition_essential,hard_work_essential,talent_essential,luck_essential,connections_essential,good_education_essential,political_influence_essential,enough_opportunities,more_opportunities_than_parents,hard_work_brings_better_life,people_poor_because_laziness,high_earners_deserve_high,low_earners_deserve_low,ineq_serious_problem,poverty_serious_problem,unequal_hcare_serious_problem,ineq_increasing,govt_regulation_effective,govt_transfers_effective,progressive_taxes_effective,educ_policies_effective,private_charity_effective,govt_should_decrease_ineq,companies_should_decrease_ineq,who_most_responsible,is_resident,state,gender,age,married,has_children,race,religion,education,emp_status,occupation,household_income,subj_relative_income,income_volatile,sol_better_than_past,sol_better_in_future,liberal,political_party,follow_news,has_confidence_in_science,father_occ,mother_occ,father_educ,mother_educ,subj_relative_income_16_yrs,sol_better_than_parents,coronavirus_serious_threat,must_save_economy,satisfied_with_city,satisfied_with_state,satisfied_with_federal_govt,self_became_ill,family_member_became_ill,self_lost_income,family_member_lost_income,self_at_risk,family_member_at_risk,not_affected,affected_in_other_way,how_affected_by_coronavirus_other,days_out_in_past_week,opinion_q_DO,DS_regular_or_reverse,EO_regular_or_reverse,LHW_regular_or_reverse,ED_regular_or_reverse,ISP_regular_or_reverse,GT_regular_or_reverse,GMC_regular_or_reverse,Demog_end_regular_or_reverse,Parents_end_regular_or_reverse,Corona_regular_or_reverse,GMC.3_DO,DQ18_DO
5011,corona_natural_ineq,How older people are more susceptible to coronavirus ,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,1,Florida,1,46,1,1,1,5,7,1,Teacher,9.0,3.0,1.0,4.0,4.0,3.0,2.0,5.0,3.0,Sales ,Sales,4,4,3.0,4.0,5.0,1.0,4.0,4.0,4.0,0,0,1,0,0,0,0,0,,0.0,"['govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'govt_regulation_effective', 'progressive_taxes_effective', 'private_charity_effective', 'govt_transfers_effective', 'educ_policies_effective', 'high_earners_deserve_high', 'low_earners_deserve_low', '', 'hard_work_essential', 'educated_parents_essential', 'talent_essential', 'political_influence_essential', 'good_education_essential', 'luck_essential', 'connections_essential', 'wealthy_family_essential', 'having_ambition_essential', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'ineq_serious_problem', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'more_opportunities_than_parents', 'enough_opportunities']",DS,EO,LHW_Reverse,ED_Reverse,ISP_Reverse,GT,GMC,Demographics_End,Parents_End,Coronavirus,Low income individuals themselves|Major companies|High income individuals themselves|Government|Private charities|Income differences do not need to be reduced,Republican|Democrat|Independent|None
5013,corona_natural_ineq,It says about covid affecting elderly people differently,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,7.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,0,Texas,1,32,1,0,4,7,7,1,It,8.0,3.0,1.0,3.0,4.0,1.0,4.0,5.0,2.0,Business,Housewife,2,1,3.0,1.0,5.0,1.0,3.0,4.0,4.0,0,0,0,0,0,0,1,0,,1.0,"['poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', '', 'good_education_essential', 'talent_essential', 'having_ambition_essential', 'hard_work_essential', 'connections_essential', 'luck_essential', 'educated_parents_essential', 'political_influence_essential', 'wealthy_family_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'more_opportunities_than_parents', 'enough_opportunities', 'low_earners_deserve_low', 'high_earners_deserve_high', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'govt_regulation_effective', 'educ_policies_effective', 'govt_transfers_effective', 'private_charity_effective', 'progressive_taxes_effective']",DS_Reverse,EO,LHW,ED_Reverse,ISP_Reverse,GT,GMC_Reverse,Demographics_End,Parents_End,Coronavirus_Reverse,Major companies|Government|High income individuals themselves|Low income individuals themselves|Private charities|Income differences do not need to be reduced,Democrat|Republican|Independent|None
5014,corona_natural_ineq,coronavirus,3.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,7.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,1,Illinois,1,27,0,0,1,10,7,1,engineer,7.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,operator,housewife,2,2,3.0,5.0,3.0,5.0,4.0,4.0,3.0,0,0,0,0,0,0,1,0,,2.0,"['high_earners_deserve_high', 'low_earners_deserve_low', 'people_poor_because_laziness', 'hard_work_brings_better_life', '', 'political_influence_essential', 'luck_essential', 'good_education_essential', 'connections_essential', 'having_ambition_essential', 'talent_essential', 'hard_work_essential', 'educated_parents_essential', 'wealthy_family_essential', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'more_opportunities_than_parents', 'enough_opportunities', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'educ_policies_effective', 'govt_transfers_effective']",DS,EO_Reverse,LHW,ED_Reverse,ISP,GT_Reverse,GMC_Reverse,Demographics_End,Parents_End,Coronavirus_Reverse,High income individuals themselves|Major companies|Government|Low income individuals themselves|Private charities|Income differences do not need to be reduced,Republican|Democrat|Independent|None
5015,corona_natural_ineq,People with pre-existing conditions are harder hit,3.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,7.0,7.0,6.0,1,Illinois,1,61,0,1,1,10,4,1,Car detailer,5.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,3.0,Construction laborer,Secretary ,2,4,3.0,2.0,4.0,1.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,,7.0,"['companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'educ_policies_effective', 'govt_transfers_effective', 'govt_regulation_effective', 'private_charity_effective', 'progressive_taxes_effective', 'more_opportunities_than_parents', 'enough_opportunities', '', 'having_ambition_essential', 'wealthy_family_essential', 'talent_essential', 'good_education_essential', 'educated_parents_essential', 'connections_essential', 'political_influence_essential', 'luck_essential', 'hard_work_essential', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'high_earners_deserve_high', 'low_earners_deserve_low', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_serious_problem', 'ineq_increasing']",DS_Reverse,EO_Reverse,LHW,ED,ISP_Reverse,GT,GMC,Demographics_End,Parents_End,Coronavirus,Major companies|Government|Private charities|High income individuals themselves|Low income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
5016,corona_class_ineq,Covid in minority groups are more prevalent ,2.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,7.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,7.0,5.0,6.0,1,Minnesota,1,28,0,0,1,4,6,1,Manager of Service,10.0,4.0,1.0,5.0,5.0,3.0,3.0,5.0,2.0,City Worker,Director of Pupil Services,4,7,4.0,4.0,5.0,2.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,,3.0,"['govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'govt_transfers_effective', 'private_charity_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'high_earners_deserve_high', 'low_earners_deserve_low', 'enough_opportunities', 'more_opportunities_than_parents', 'people_poor_because_laziness', 'hard_work_brings_better_life', '', 'wealthy_family_essential', 'good_education_essential', 'hard_work_essential', 'educated_parents_essential', 'having_ambition_essential', 'political_influence_essential', 'talent_essential', 'luck_essential', 'connections_essential', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing']",DS_Reverse,EO_Reverse,LHW_Reverse,ED_Reverse,ISP,GT,GMC,Demographics_End,Parents_End,Coronavirus_Reverse,Government|Private charities|High income individuals themselves|Low income individuals themselves|Major companies|Income differences do not need to be reduced,Democrat|Republican|Independent|None
5020,corona_class_ineq,Low income and minorities are disproportionately having problems with covid-19.,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,6.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,1,California,1,55,1,1,1,5,4,6,Retired,8.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,3.0,Business owner,Business owner,4,5,3.0,2.0,5.0,2.0,1.0,4.0,1.0,0,0,1,1,0,1,0,0,,7.0,"['hard_work_brings_better_life', 'people_poor_because_laziness', 'ineq_serious_problem', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'low_earners_deserve_low', 'high_earners_deserve_high', 'enough_opportunities', 'more_opportunities_than_parents', '', 'wealthy_family_essential', 'hard_work_essential', 'luck_essential', 'having_ambition_essential', 'good_education_essential', 'connections_essential', 'talent_essential', 'educated_parents_essential', 'political_influence_essential', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'govt_transfers_effective', 'private_charity_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'educ_policies_effective']",DS,EO,LHW_Reverse,ED_Reverse,ISP_Reverse,GT,GMC,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus_Reverse,High income individuals themselves|Government|Private charities|Low income individuals themselves|Major companies|Income differences do not need to be reduced,Democrat|Republican|Independent|None
5022,corona_control,The video Is a News about COVID-19 and the Current situation of the world.,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,7.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,7.0,5.0,3.0,1,Georgia,1,50,1,0,1,2,7,1,Information Technology,10.0,4.0,1.0,4.0,4.0,3.0,1.0,5.0,3.0,Engineer,Teacher,7,9,3.0,4.0,5.0,1.0,3.0,3.0,4.0,0,0,0,1,0,0,0,0,,0.0,"['companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'govt_regulation_effective', 'educ_policies_effective', 'govt_transfers_effective', 'progressive_taxes_effective', '', 'connections_essential', 'good_education_essential', 'hard_work_essential', 'wealthy_family_essential', 'political_influence_essential', 'educated_parents_essential', 'talent_essential', 'having_ambition_essential', 'luck_essential', 'enough_opportunities', 'more_opportunities_than_parents', 'high_earners_deserve_high', 'low_earners_deserve_low', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'poverty_serious_problem', 'ineq_increasing']",DS_Reverse,EO_Reverse,LHW,ED,ISP_Reverse,GT_Reverse,GMC,Demographics_End,Parents_End,Coronavirus_Reverse,Private charities|Major companies|Low income individuals themselves|Government|High income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
5024,corona_natural_ineq,The number of deaths in the elderly and diseased are significantly higher than the rest of the population.,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,1,Ohio,1,44,1,0,1,10,7,1,Teacher,7.0,3.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,Factory,Factory,3,3,2.0,4.0,4.0,3.0,3.0,3.0,3.0,0,0,0,0,1,0,0,0,,5.0,"['govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'educ_policies_effective', 'govt_transfers_effective', 'govt_regulation_effective', 'private_charity_effective', 'progressive_taxes_effective', '', 'educated_parents_essential', 'having_ambition_essential', 'talent_essential', 'wealthy_family_essential', 'good_education_essential', 'luck_essential', 'hard_work_essential', 'political_influence_essential', 'connections_essential', 'more_opportunities_than_parents', 'enough_opportunities', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'low_earners_deserve_low', 'high_earners_deserve_high', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing']",DS_Reverse,EO,LHW_Reverse,ED,ISP_Reverse,GT_Reverse,GMC_Reverse,Demographics_End,Parents_End_Reverse,Coronavirus,High income individuals themselves|Major companies|Government|Low income individuals themselves|Private charities|Income differences do not need to be reduced,Democrat|Republican|Independent|None
5026,corona_control,The spreading of the corona virus,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,7.0,5.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,1,Minnesota,1,61,1,1,1,1,6,1,Final aervices wholesaler,9.0,3.0,1.0,5.0,4.0,2.0,1.0,5.0,2.0,Electrical lineman,Housewife,3,6,3.0,5.0,2.0,3.0,4.0,1.0,5.0,0,0,0,0,0,0,1,0,,7.0,"['poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'low_earners_deserve_low', 'high_earners_deserve_high', 'enough_opportunities', 'more_opportunities_than_parents', '', 'connections_essential', 'hard_work_essential', 'luck_essential', 'talent_essential', 'good_education_essential', 'wealthy_family_essential', 'political_influence_essential', 'educated_parents_essential', 'having_ambition_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'govt_transfers_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'private_charity_effective', 'govt_regulation_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible']",DS,EO_Reverse,LHW_Reverse,ED,ISP,GT,GMC_Reverse,Demographics_End,Parents_End,Coronavirus_Reverse,Private charities|Major companies|High income individuals themselves|Low income individuals themselves|Government|Income differences do not need to be reduced,Republican|Democrat|Independent|None
5027,corona_natural_ineq,"The coved19 virus,which does not affect everyone in the same way ",2.0,2.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1,Arkansas,1,80,1,0,1,4,3,6,Retired,4.0,2.0,1.0,4.0,5.0,1.0,1.0,5.0,1.0,Farmer,"Housewife,helped on the farm.",1,1,2.0,4.0,3.0,3.0,4.0,4.0,4.0,0,0,0,1,0,0,0,0,,6.0,"['', 'connections_essential', 'talent_essential', 'political_influence_essential', 'having_ambition_essential', 'luck_essential', 'wealthy_family_essential', 'educated_parents_essential', 'good_education_essential', 'hard_work_essential', 'high_earners_deserve_high', 'low_earners_deserve_low', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'more_opportunities_than_parents', 'enough_opportunities', 'private_charity_effective', 'educ_policies_effective', 'govt_transfers_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible']",DS_Reverse,EO_Reverse,LHW,ED_Reverse,ISP,GT,GMC_Reverse,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus,Low income individuals themselves|Major companies|Private charities|Government|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
5028,corona_class_ineq,covid-19 and minority groups,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,1,Washington,1,63,0,0,1,1,9,3,writer/lobbyist,5.0,3.0,1.0,3.0,4.0,3.0,1.0,5.0,3.0,teacher/coach,housewife,7,4,4.0,2.0,5.0,2.0,4.0,4.0,1.0,0,0,0,0,1,1,1,0,,7.0,"['educ_policies_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'govt_transfers_effective', 'private_charity_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', '', 'wealthy_family_essential', 'good_education_essential', 'luck_essential', 'hard_work_essential', 'talent_essential', 'political_influence_essential', 'educated_parents_essential', 'having_ambition_essential', 'connections_essential', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'enough_opportunities', 'more_opportunities_than_parents', 'low_earners_deserve_low', 'high_earners_deserve_high', 'hard_work_brings_better_life', 'people_poor_because_laziness']",DS,EO_Reverse,LHW,ED,ISP_Reverse,GT_Reverse,GMC,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus,Major companies|High income individuals themselves|Private charities|Government|Low income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
5030,corona_class_ineq,"Covid 19 and how it affects low income families, such as blacks and hispanics more.",4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,6.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,1,Oklahoma,1,49,0,0,1,10,6,1,Accountant,9.0,4.0,2.0,4.0,5.0,2.0,3.0,5.0,2.0,Principal,Teacher,8,6,4.0,2.0,2.0,4.0,5.0,5.0,5.0,0,0,1,0,0,0,0,0,,7.0,"['progressive_taxes_effective', 'govt_transfers_effective', 'govt_regulation_effective', 'educ_policies_effective', 'private_charity_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'enough_opportunities', 'more_opportunities_than_parents', '', 'political_influence_essential', 'wealthy_family_essential', 'educated_parents_essential', 'having_ambition_essential', 'hard_work_essential', 'luck_essential', 'talent_essential', 'connections_essential', 'good_education_essential', 'low_earners_deserve_low', 'high_earners_deserve_high', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing']",DS_Reverse,EO,LHW,ED_Reverse,ISP_Reverse,GT,GMC_Reverse,Demographics_End,Parents_End,Coronavirus,Private charities|High income individuals themselves|Government|Low income individuals themselves|Major companies|Income differences do not need to be reduced,Republican|Democrat|Independent|None
5031,corona_natural_ineq,It showed me how the elderly with underlying conditions are getting hit with COVID-19 the worst. ,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,6.0,3.0,1,Pennsylvania,2,22,0,0,1,2,6,4,Substitute teacher,11.0,3.0,1.0,3.0,3.0,5.0,2.0,5.0,3.0,Teacher,Nurse,6,5,3.0,4.0,4.0,2.0,4.0,4.0,2.0,0,1,0,0,0,1,0,0,,7.0,"['govt_transfers_effective', 'progressive_taxes_effective', 'private_charity_effective', 'educ_policies_effective', 'govt_regulation_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'low_earners_deserve_low', 'high_earners_deserve_high', '', 'wealthy_family_essential', 'luck_essential', 'having_ambition_essential', 'educated_parents_essential', 'hard_work_essential', 'connections_essential', 'political_influence_essential', 'good_education_essential', 'talent_essential', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'more_opportunities_than_parents', 'enough_opportunities']",DS_Reverse,EO,LHW,ED,ISP_Reverse,GT,GMC,Demographics_End_Reverse,Parents_End,Coronavirus,Government|Private charities|Low income individuals themselves|Major companies|High income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
5033,corona_control,A virus impacting the majority of the planet ,2.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,7.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1,Texas,1,70,1,0,1,4,8,6,Retired,3.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,Carpenter,Home maker,1,1,2.0,5.0,4.0,2.0,3.0,2.0,4.0,0,0,0,0,1,0,0,0,,0.0,"['unequal_hcare_serious_problem', 'ineq_serious_problem', 'poverty_serious_problem', 'ineq_increasing', '', 'good_education_essential', 'wealthy_family_essential', 'connections_essential', 'educated_parents_essential', 'political_influence_essential', 'hard_work_essential', 'having_ambition_essential', 'talent_essential', 'luck_essential', 'high_earners_deserve_high', 'low_earners_deserve_low', 'enough_opportunities', 'more_opportunities_than_parents', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'educ_policies_effective', 'govt_transfers_effective', 'private_charity_effective', 'govt_regulation_effective', 'progressive_taxes_effective']",DS_Reverse,EO,LHW_Reverse,ED,ISP,GT_Reverse,GMC_Reverse,Demographics_End,Parents_End,Coronavirus,Low income individuals themselves|Major companies|Private charities|High income individuals themselves|Government|Income differences do not need to be reduced,Republican|Democrat|Independent|None
5037,corona_class_ineq,That covid 19 effects people differently.,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,6.0,1,Alabama,1,57,1,0,1,10,4,1,Engineer ,8.0,4.0,1.0,3.0,4.0,4.0,2.0,5.0,3.0,Sales,Retail,4,3,2.0,4.0,5.0,1.0,5.0,2.0,1.0,0,0,0,0,0,0,1,0,,7.0,"['high_earners_deserve_high', 'low_earners_deserve_low', '', 'luck_essential', 'educated_parents_essential', 'good_education_essential', 'hard_work_essential', 'political_influence_essential', 'connections_essential', 'wealthy_family_essential', 'talent_essential', 'having_ambition_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'more_opportunities_than_parents', 'enough_opportunities', 'private_charity_effective', 'govt_transfers_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_regulation_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible']",DS_Reverse,EO_Reverse,LHW,ED,ISP_Reverse,GT_Reverse,GMC,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus_Reverse,Private charities|Government|Low income individuals themselves|Major companies|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
